id_transacao,cpf_aluno,data_transacao,mes_referencia,valor,curso,cep_cobranca,cidade,uf,bairro,venda_em_feriado,horas_assistidas,tickets_suporte,nps_score,percentual_conclusao,data_processamento_utc
TX-51116,***.988.310-**,2024-11-14,2024-11,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,133.3,5.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-51117,***.812.916-**,2024-01-11,2024-01,99.9,Premium,80010010,Curitiba,PR,Centro,False,85.7,2.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-51118,***.628.144-**,2024-04-29,2024-04,49.9,Básico,,,,,False,135.2,5.0,,,2026-06-15T15:36:00.445263+00:00
TX-51119,***.050.524-**,2024-03-04,2024-03,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,147.3,3.0,,,2026-06-15T15:36:00.445263+00:00
TX-51120,***.296.590-**,2024-01-20,2024-01,49.9,Básico,80010010,Curitiba,PR,Centro,False,52.4,3.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-51121,***.453.817-**,2024-11-24,2024-11,99.9,Premium,69010000,Manaus,AM,Centro,False,55.7,5.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-51122,***.966.667-**,2024-02-15,2024-02,49.9,Básico,,,,,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51123,***.546.157-**,2024-02-24,2024-02,49.9,Básico,80010010,Curitiba,PR,Centro,False,3.2,0.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-51124,***.240.622-**,2024-10-06,2024-10,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51125,***.211.708-**,2024-12-24,2024-12,899.0,Anual,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51126,***.130.889-**,2024-12-06,2024-12,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51127,***.609.626-**,2024-03-23,2024-03,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,97.5,0.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-51128,***.227.777-**,2024-12-31,2024-12,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51129,***.122.444-**,2024-10-29,2024-10,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51130,***.005.347-**,2024-07-13,2024-07,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51131,***.102.767-**,2024-02-16,2024-02,899.0,Anual,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51132,***.332.541-**,2024-04-11,2024-04,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,48.8,4.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-51133,***.598.678-**,2024-02-23,2024-02,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51134,***.641.383-**,2024-05-01,2024-05,899.0,Anual,30140071,Belo Horizonte,MG,Boa Viagem,True,80.1,3.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-51135,***.891.248-**,2024-06-11,2024-06,899.0,Anual,20031050,Rio de Janeiro,RJ,Centro,False,143.9,0.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-51136,***.465.648-**,2024-06-22,2024-06,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51137,***.221.983-**,2024-11-06,2024-11,899.0,Anual,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51138,***.772.508-**,2024-04-23,2024-04,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51139,***.841.680-**,2024-07-28,2024-07,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51140,***.107.522-**,2024-10-03,2024-10,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51141,***.511.544-**,2024-02-13,2024-02,49.9,Básico,70040010,Brasília,DF,Asa Norte,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-51142,***.596.546-**,2024-03-04,2024-03,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,64.4,0.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-51143,***.244.129-**,2024-05-04,2024-05,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,67.0,2.0,,,2026-06-15T15:36:00.445263+00:00
TX-51144,***.677.537-**,2024-05-16,2024-05,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51145,***.171.274-**,2024-02-15,2024-02,49.9,Básico,69010000,Manaus,AM,Centro,False,,0.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-51146,***.423.471-**,2024-07-01,2024-07,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51147,***.459.793-**,2024-05-14,2024-05,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51148,***.246.719-**,2024-04-08,2024-04,99.9,Premium,69010000,Manaus,AM,Centro,False,9.2,3.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-51149,***.478.985-**,2024-01-10,2024-01,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,109.3,0.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-51150,***.043.842-**,2024-07-14,2024-07,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51151,***.276.970-**,2024-05-31,2024-05,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,28.8,5.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-51152,***.072.832-**,2024-01-28,2024-01,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,52.2,3.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-51153,***.262.359-**,2024-01-03,2024-01,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,3.4,2.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-51154,***.491.342-**,2024-05-12,2024-05,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51155,***.015.579-**,2024-07-30,2024-07,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51156,***.283.896-**,2024-12-06,2024-12,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51157,***.563.370-**,2024-06-02,2024-06,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51158,***.297.454-**,2024-08-04,2024-08,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51159,***.742.922-**,2024-07-11,2024-07,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,44.8,1.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-51160,***.536.127-**,2024-10-24,2024-10,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51161,***.530.515-**,2024-09-15,2024-09,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51162,***.997.376-**,2024-04-01,2024-04,899.0,Anual,20031050,Rio de Janeiro,RJ,Centro,False,49.9,5.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-51163,***.500.115-**,2024-08-11,2024-08,49.9,,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51164,***.349.096-**,2024-10-10,2024-10,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51165,***.207.020-**,2024-07-01,2024-07,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51166,***.282.305-**,2024-10-18,2024-10,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51167,***.160.733-**,2024-08-21,2024-08,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,37.4,3.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-51168,***.115.490-**,2024-11-08,2024-11,49.9,Básico,01001000,São Paulo,SP,Sé,False,77.8,3.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-51169,***.701.277-**,2024-08-06,2024-08,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51170,***.462.632-**,2024-07-15,2024-07,899.0,Anual,80010010,Curitiba,PR,Centro,False,18.1,0.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-51171,***.822.239-**,2024-01-27,2024-01,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,146.6,4.0,,,2026-06-15T15:36:00.445263+00:00
TX-51172,***.286.852-**,2024-04-10,2024-04,899.0,Anual,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51173,***.385.022-**,2024-06-27,2024-06,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51174,***.564.204-**,2024-03-29,2024-03,49.9,,80010010,Curitiba,PR,Centro,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-51175,***.871.672-**,2024-03-23,2024-03,99.9,Premium,80010010,Curitiba,PR,Centro,False,10.7,3.0,,,2026-06-15T15:36:00.445263+00:00
TX-51176,***.836.759-**,2024-10-02,2024-10,99.9,,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51177,***.728.941-**,2024-05-31,2024-05,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51178,***.376.392-**,2024-11-17,2024-11,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51179,***.972.832-**,2024-04-10,2024-04,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,13.7,0.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-51180,***.590.947-**,2024-04-19,2024-04,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51181,***.218.209-**,2024-11-25,2024-11,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51182,***.982.824-**,2024-03-16,2024-03,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,81.1,4.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-51183,***.727.174-**,2024-10-22,2024-10,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,49.4,2.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-51184,***.846.790-**,2024-12-09,2024-12,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51185,***.103.924-**,2024-10-09,2024-10,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51186,***.173.690-**,2024-06-20,2024-06,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,38.2,1.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-51187,***.589.551-**,2024-03-19,2024-03,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,136.6,3.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-51188,***.116.152-**,2024-11-17,2024-11,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51189,***.684.364-**,2024-05-25,2024-05,899.0,Anual,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51190,***.302.116-**,2024-10-13,2024-10,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51191,***.774.127-**,2024-10-06,2024-10,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51192,***.416.431-**,2024-07-04,2024-07,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,11.1,2.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-51193,***.207.151-**,2024-08-09,2024-08,99.9,Premium,69010000,Manaus,AM,Centro,False,0.30000000000000004,2.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-51194,***.964.759-**,2024-11-09,2024-11,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51195,***.748.453-**,2024-10-22,2024-10,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51196,***.758.446-**,2024-06-18,2024-06,49.9,Básico,69010000,Manaus,AM,Centro,False,122.2,5.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-51197,***.498.373-**,2024-06-25,2024-06,99.9,Premium,69010000,Manaus,AM,Centro,False,128.1,0.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-51198,***.639.756-**,2024-10-24,2024-10,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51199,***.221.626-**,2024-12-03,2024-12,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51200,***.415.914-**,2024-06-10,2024-06,49.9,Básico,01001000,São Paulo,SP,Sé,False,61.7,0.0,,,2026-06-15T15:36:00.445263+00:00
TX-51201,***.778.280-**,2024-12-22,2024-12,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51202,***.087.156-**,2024-02-11,2024-02,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,70.0,0.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-51203,***.530.768-**,2024-05-06,2024-05,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,138.3,5.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-51204,***.880.705-**,2024-01-19,2024-01,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,0.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-51205,***.967.136-**,2024-08-25,2024-08,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51206,***.068.486-**,2024-04-20,2024-04,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51207,***.255.794-**,2024-06-09,2024-06,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51208,***.934.868-**,2024-05-24,2024-05,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51209,***.729.466-**,2024-02-17,2024-02,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,141.1,0.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-51210,***.872.258-**,2024-04-28,2024-04,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51211,***.705.877-**,2024-12-09,2024-12,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51212,***.896.340-**,2024-06-06,2024-06,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51213,***.800.851-**,2024-03-31,2024-03,49.9,Básico,70040010,Brasília,DF,Asa Norte,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-51214,***.998.242-**,2024-05-03,2024-05,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51215,***.598.678-**,2024-08-06,2024-08,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51216,***.044.890-**,2024-02-24,2024-02,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,139.5,0.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-51217,***.348.087-**,2024-09-10,2024-09,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51218,***.848.826-**,2024-12-25,2024-12,99.9,Premium,69010000,Manaus,AM,Centro,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-51219,***.112.327-**,2024-11-20,2024-11,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-51220,***.987.036-**,2024-07-06,2024-07,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,40.5,2.0,,,2026-06-15T15:36:00.445263+00:00
TX-51221,***.905.150-**,2024-05-23,2024-05,899.0,Anual,60060440,Fortaleza,CE,Praia de Iracema,False,61.5,3.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-51222,***.450.928-**,2024-04-25,2024-04,49.9,Básico,80010010,Curitiba,PR,Centro,False,121.5,0.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-51223,***.512.538-**,2024-12-31,2024-12,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51224,***.860.694-**,2024-09-26,2024-09,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51225,***.629.857-**,2024-03-31,2024-03,99.9,Premium,70040010,Brasília,DF,Asa Norte,True,59.5,0.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-51226,***.562.624-**,2024-05-20,2024-05,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,80.4,3.0,,,2026-06-15T15:36:00.445263+00:00
TX-51227,***.470.076-**,2024-03-05,2024-03,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,122.9,4.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-51228,***.431.910-**,2024-01-10,2024-01,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,15.2,1.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-51229,***.971.659-**,2024-09-28,2024-09,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51230,***.934.667-**,2024-09-23,2024-09,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51231,***.308.536-**,2024-07-31,2024-07,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51232,***.772.168-**,2024-01-29,2024-01,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,62.4,5.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-51233,***.798.491-**,2024-09-17,2024-09,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51234,***.585.566-**,2024-03-07,2024-03,99.9,Premium,01001000,São Paulo,SP,Sé,False,146.6,5.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-51235,***.661.707-**,2024-09-29,2024-09,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51236,***.912.419-**,2024-08-03,2024-08,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,74.9,0.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-51237,***.820.048-**,2024-03-21,2024-03,49.9,Básico,69010000,Manaus,AM,Centro,False,68.7,0.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-51238,***.767.699-**,2024-12-03,2024-12,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51239,***.145.456-**,2024-04-06,2024-04,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,95.1,1.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-51240,***.416.516-**,2024-05-30,2024-05,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,True,119.4,2.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-51241,***.073.033-**,2024-04-28,2024-04,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,95.2,3.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-51242,***.956.756-**,2024-07-11,2024-07,899.0,Anual,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51243,***.461.762-**,2024-03-18,2024-03,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51244,***.170.617-**,2024-12-24,2024-12,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51245,***.693.332-**,2024-12-26,2024-12,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51246,***.623.569-**,2024-07-02,2024-07,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,120.4,5.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-51247,***.581.477-**,2024-04-29,2024-04,899.0,Anual,50010000,Recife,PE,Santo Antônio,False,88.9,0.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-51248,***.759.940-**,2024-04-15,2024-04,49.9,Básico,,,,,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51249,***.095.449-**,2024-05-02,2024-05,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51250,***.305.050-**,2024-11-21,2024-11,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51251,***.239.231-**,2024-04-26,2024-04,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51252,***.326.973-**,2024-12-22,2024-12,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51253,***.365.604-**,2024-08-18,2024-08,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51254,***.354.358-**,2024-04-07,2024-04,49.9,Básico,,,,,False,6.3,5.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-51255,***.824.127-**,2024-10-24,2024-10,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51256,***.535.461-**,2024-01-04,2024-01,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51257,***.205.397-**,2024-07-01,2024-07,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51258,***.012.495-**,2024-05-26,2024-05,899.0,Anual,,,,,False,,4.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-51259,***.425.892-**,2024-03-21,2024-03,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,9.3,3.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-51260,***.844.421-**,2024-03-18,2024-03,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51261,***.294.131-**,2024-04-12,2024-04,899.0,Anual,69010000,Manaus,AM,Centro,False,99.9,3.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-51262,***.016.731-**,2024-09-02,2024-09,99.9,Premium,80010010,Curitiba,PR,Centro,False,16.5,2.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-51263,***.892.414-**,2024-03-09,2024-03,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,68.2,2.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-51264,***.534.655-**,2024-02-10,2024-02,49.9,Básico,69010000,Manaus,AM,Centro,False,,3.0,,,2026-06-15T15:36:00.445263+00:00
TX-51265,***.284.539-**,2024-06-02,2024-06,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51266,***.731.441-**,2024-02-14,2024-02,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,24.2,1.0,,,2026-06-15T15:36:00.445263+00:00
TX-51267,***.618.443-**,2024-08-18,2024-08,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,38.9,1.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-51268,***.416.009-**,2024-06-29,2024-06,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,139.9,1.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-51269,***.397.429-**,2024-07-12,2024-07,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,3.6,3.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-51270,***.335.290-**,2024-12-16,2024-12,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51271,***.439.070-**,2024-02-13,2024-02,49.9,Básico,50010000,Recife,PE,Santo Antônio,True,71.1,4.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-51272,***.971.659-**,2024-09-17,2024-09,899.0,Anual,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51273,***.211.823-**,2024-08-17,2024-08,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51274,***.043.878-**,2024-05-28,2024-05,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51275,***.869.822-**,2024-01-15,2024-01,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,81.2,0.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-51276,***.384.308-**,2024-09-15,2024-09,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51277,***.239.791-**,2024-10-24,2024-10,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51278,***.216.674-**,2024-11-13,2024-11,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51279,***.102.125-**,2024-05-29,2024-05,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51280,***.838.425-**,2024-11-26,2024-11,99.9,Premium,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51281,***.676.706-**,2024-12-10,2024-12,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-51282,***.434.437-**,2024-07-22,2024-07,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,73.9,5.0,6.0,,2026-06-15T15:36:00.445263+00:00
